s,m,m,m,C,C,C
Time,"Visibility_MEAN","Visibility_MIN","Visibility_MAX","Temperature_MEAN","Temperature_MIN","Temperature_MAX"
 4.9107407E+001, 1.6502343E+001, 2.0844503E-001, 3.0000000E+001, 3.0953265E+001, 3.0344922E+001, 3.1280892E+001
 4.9260639E+001, 1.6448702E+001, 2.0723720E-001, 3.0000000E+001, 3.0968081E+001, 3.0307034E+001, 3.1274635E+001
 4.9567102E+001, 1.6396620E+001, 2.0510310E-001, 3.0000000E+001, 3.0972721E+001, 3.0254956E+001, 3.1265557E+001
 4.9873565E+001, 1.6324962E+001, 2.0006831E-001, 3.0000000E+001, 3.0967679E+001, 3.0176694E+001, 3.1252778E+001
 5.0026797E+001, 1.6270044E+001, 1.9551347E-001, 3.0000000E+001, 3.0957752E+001, 3.0129430E+001, 3.1241978E+001
 5.0333260E+001, 1.6217457E+001, 1.9119263E-001, 3.0000000E+001, 3.0944348E+001, 3.0111275E+001, 3.1229910E+001
 5.0639723E+001, 1.6151926E+001, 1.8668111E-001, 3.0000000E+001, 3.0924938E+001, 3.0129730E+001, 3.1214343E+001
 5.0792954E+001, 1.6103174E+001, 1.8404762E-001, 3.0000000E+001, 3.0912443E+001, 3.0187879E+001, 3.1202937E+001
 5.1099417E+001, 1.6052395E+001, 1.8184316E-001, 3.0000000E+001, 3.0906077E+001, 3.0294191E+001, 3.1191380E+001
 5.1252649E+001, 1.5997072E+001, 1.7972344E-001, 3.0000000E+001, 3.0904700E+001, 3.0329253E+001, 3.1179632E+001
 5.1559112E+001, 1.5935643E+001, 1.7786050E-001, 3.0000000E+001, 3.0909070E+001, 3.0319591E+001, 3.1168327E+001
 5.1865575E+001, 1.5851824E+001, 1.7594030E-001, 3.0000000E+001, 3.0922877E+001, 3.0333318E+001, 3.1160031E+001
 5.2018807E+001, 1.5791730E+001, 1.7560065E-001, 3.0000000E+001, 3.0937558E+001, 3.0361025E+001, 3.1169064E+001
 5.2325270E+001, 1.5733718E+001, 1.7557982E-001, 3.0000000E+001, 3.0954939E+001, 3.0391277E+001, 3.1181561E+001
 5.2631733E+001, 1.5658051E+001, 1.7492277E-001, 3.0000000E+001, 3.0980789E+001, 3.0448959E+001, 3.1202178E+001
 5.2784965E+001, 1.5603488E+001, 1.7235926E-001, 3.0000000E+001, 3.0999940E+001, 3.0500474E+001, 3.1217043E+001
 5.3122074E+001, 1.5544102E+001, 1.6712682E-001, 3.0000000E+001, 3.1017327E+001, 3.0545896E+001, 3.1229500E+001
 5.3290629E+001, 1.5484216E+001, 1.6231115E-001, 3.0000000E+001, 3.1030569E+001, 3.0566947E+001, 3.1245454E+001
 5.3627738E+001, 1.5424275E+001, 1.5907156E-001, 3.0000000E+001, 3.1038255E+001, 3.0555854E+001, 3.1283189E+001
 5.3796293E+001, 1.5363866E+001, 1.5758095E-001, 3.0000000E+001, 3.1042147E+001, 3.0518908E+001, 3.1316094E+001
 5.4133402E+001, 1.5304870E+001, 1.5912518E-001, 3.0000000E+001, 3.1040790E+001, 3.0454402E+001, 3.1344828E+001
 5.4301957E+001, 1.5247847E+001, 1.6326673E-001, 3.0000000E+001, 3.1034441E+001, 3.0364062E+001, 3.1370683E+001
 5.4639066E+001, 1.5189663E+001, 1.6927662E-001, 3.0000000E+001, 3.1023795E+001, 3.0283960E+001, 3.1393390E+001
 5.4807621E+001, 1.5130622E+001, 1.7842130E-001, 3.0000000E+001, 3.1010397E+001, 3.0228045E+001, 3.1414378E+001
 5.5144730E+001, 1.5070160E+001, 1.9187078E-001, 3.0000000E+001, 3.0993736E+001, 3.0208900E+001, 3.1434040E+001
 5.5313285E+001, 1.5008073E+001, 2.0484011E-001, 3.0000000E+001, 3.0974463E+001, 3.0220935E+001, 3.1452660E+001
 5.5650395E+001, 1.4944610E+001, 2.0988034E-001, 3.0000000E+001, 3.0952261E+001, 3.0155726E+001, 3.1470938E+001
 5.5818949E+001, 1.4881873E+001, 2.0858327E-001, 3.0000000E+001, 3.0927419E+001, 3.0065709E+001, 3.1489966E+001
 5.6156059E+001, 1.4820262E+001, 2.0241488E-001, 3.0000000E+001, 3.0898891E+001, 2.9988827E+001, 3.1537948E+001
 5.6324613E+001, 1.4762993E+001, 1.9385834E-001, 3.0000000E+001, 3.0868873E+001, 2.9925434E+001, 3.1587418E+001
 5.6661723E+001, 1.4705433E+001, 1.8407327E-001, 3.0000000E+001, 3.0844408E+001, 2.9882885E+001, 3.1633346E+001
 5.6830278E+001, 1.4647135E+001, 1.7355749E-001, 3.0000000E+001, 3.0827869E+001, 2.9858757E+001, 3.1673228E+001
 5.7167387E+001, 1.4585291E+001, 1.6371989E-001, 3.0000000E+001, 3.0820388E+001, 2.9863978E+001, 3.1702808E+001
 5.7335942E+001, 1.4521839E+001, 1.5621438E-001, 3.0000000E+001, 3.0822744E+001, 2.9890790E+001, 3.1723716E+001
 5.7504496E+001, 1.4481382E+001, 1.5261406E-001, 3.0000000E+001, 3.0833073E+001, 2.9916806E+001, 3.1732068E+001
 5.7841606E+001, 1.4416339E+001, 1.4960529E-001, 3.0000000E+001, 3.0859541E+001, 2.9937020E+001, 3.1737173E+001
 5.8010161E+001, 1.4350987E+001, 1.4972265E-001, 3.0000000E+001, 3.0892765E+001, 2.9971599E+001, 3.1733948E+001
 5.8347270E+001, 1.4286584E+001, 1.5628488E-001, 3.0000000E+001, 3.0931250E+001, 3.0006584E+001, 3.1754139E+001
 5.8515825E+001, 1.4223593E+001, 1.6726193E-001, 3.0000000E+001, 3.0972697E+001, 3.0032773E+001, 3.1773309E+001
 5.8852934E+001, 1.4158772E+001, 1.7509411E-001, 3.0000000E+001, 3.1016997E+001, 3.0070344E+001, 3.1785993E+001
 5.9021489E+001, 1.4092437E+001, 1.7681779E-001, 3.0000000E+001, 3.1060670E+001, 3.0125141E+001, 3.1794590E+001
 5.9358598E+001, 1.4023271E+001, 1.7076590E-001, 3.0000000E+001, 3.1100899E+001, 3.0200733E+001, 3.1798575E+001
 5.9527153E+001, 1.3952636E+001, 1.6250066E-001, 3.0000000E+001, 3.1137279E+001, 3.0274994E+001, 3.1799414E+001
 5.9864262E+001, 1.3886072E+001, 1.5580432E-001, 3.0000000E+001, 3.1169517E+001, 3.0337083E+001, 3.1797063E+001
 6.0032817E+001, 1.3821402E+001, 1.5101866E-001, 3.0000000E+001, 3.1198444E+001, 3.0394375E+001, 3.1791452E+001
 6.0369926E+001, 1.3756348E+001, 1.4973886E-001, 3.0000000E+001, 3.1222847E+001, 3.0467170E+001, 3.1780147E+001
 6.0538481E+001, 1.3690337E+001, 1.5358759E-001, 3.0000000E+001, 3.1243553E+001, 3.0524196E+001, 3.1764127E+001
 6.0854742E+001, 1.3631840E+001, 1.6939027E-001, 3.0000000E+001, 3.1259449E+001, 3.0572691E+001, 3.1744360E+001
 6.1002449E+001, 1.3579259E+001, 1.8511222E-001, 3.0000000E+001, 3.1272276E+001, 3.0617769E+001, 3.1722397E+001
 6.1312632E+001, 1.3528787E+001, 1.8510043E-001, 3.0000000E+001, 3.1282544E+001, 3.0663602E+001, 3.1694812E+001
 6.1670081E+001, 1.3453658E+001, 2.0970697E-001, 3.0000000E+001, 3.1293573E+001, 3.0734479E+001, 3.1658523E+001
 6.1848806E+001, 1.3394991E+001, 2.3418090E-001, 3.0000000E+001, 3.1300198E+001, 3.0793808E+001, 3.1640528E+001
 6.2027531E+001, 1.3355880E+001, 2.2064275E-001, 3.0000000E+001, 3.1303826E+001, 3.0832818E+001, 3.1624444E+001
 6.2323907E+001, 1.3307670E+001, 2.0759695E-001, 3.0000000E+001, 3.1307827E+001, 3.0882078E+001, 3.1596259E+001
 6.2620284E+001, 1.3243315E+001, 2.0314781E-001, 3.0000000E+001, 3.1313394E+001, 3.0954332E+001, 3.1550074E+001
 6.2768472E+001, 1.3195057E+001, 2.0812166E-001, 3.0000000E+001, 3.1317973E+001, 3.0986421E+001, 3.1537271E+001
 6.3064849E+001, 1.3146594E+001, 2.1321061E-001, 3.0000000E+001, 3.1322037E+001, 3.1009689E+001, 3.1535221E+001
 6.3376045E+001, 1.3079306E+001, 2.0542970E-001, 3.0000000E+001, 3.1326775E+001, 3.1003394E+001, 3.1533495E+001
 6.3539052E+001, 1.3026034E+001, 2.0106620E-001, 3.0000000E+001, 3.1329915E+001, 3.0941240E+001, 3.1534247E+001
 6.3865066E+001, 1.2970399E+001, 2.0291530E-001, 3.0000000E+001, 3.1333632E+001, 3.0883387E+001, 3.1545609E+001
 6.4028073E+001, 1.2914398E+001, 2.0257065E-001, 3.0000000E+001, 3.1338424E+001, 3.0845426E+001, 3.1557664E+001
 6.4354088E+001, 1.2859777E+001, 1.9568008E-001, 3.0000000E+001, 3.1344563E+001, 3.0822095E+001, 3.1569786E+001
 6.4517095E+001, 1.2804471E+001, 1.9087284E-001, 3.0000000E+001, 3.1351541E+001, 3.0810268E+001, 3.1581706E+001
 6.4843109E+001, 1.2751281E+001, 1.8969447E-001, 3.0000000E+001, 3.1358911E+001, 3.0828647E+001, 3.1593440E+001
 6.5006116E+001, 1.2698181E+001, 1.9101000E-001, 3.0000000E+001, 3.1366136E+001, 3.0868111E+001, 3.1603654E+001
 6.5332131E+001, 1.2645766E+001, 1.9521216E-001, 3.0000000E+001, 3.1372611E+001, 3.0922922E+001, 3.1606614E+001
 6.5658145E+001, 1.2576385E+001, 1.9845457E-001, 3.0000000E+001, 3.1379040E+001, 3.0893366E+001, 3.1595663E+001
 6.5821152E+001, 1.2521154E+001, 1.9682900E-001, 3.0000000E+001, 3.1381474E+001, 3.0844943E+001, 3.1578154E+001
 6.6147167E+001, 1.2467457E+001, 1.9458282E-001, 3.0000000E+001, 3.1380840E+001, 3.0797431E+001, 3.1578670E+001
 6.6310174E+001, 1.2413445E+001, 1.9685674E-001, 3.0000000E+001, 3.1376685E+001, 3.0751087E+001, 3.1576937E+001
 6.6636188E+001, 1.2358946E+001, 2.0657343E-001, 3.0000000E+001, 3.1367371E+001, 3.0705923E+001, 3.1570376E+001
 6.6799196E+001, 1.2306525E+001, 2.2250260E-001, 3.0000000E+001, 3.1353649E+001, 3.0659770E+001, 3.1561569E+001
 6.7125210E+001, 1.2255627E+001, 2.3374370E-001, 3.0000000E+001, 3.1334466E+001, 3.0610577E+001, 3.1549809E+001
 6.7304518E+001, 1.2203990E+001, 2.3427846E-001, 3.0000000E+001, 3.1309485E+001, 3.0554483E+001, 3.1533849E+001
 6.7663134E+001, 1.2152011E+001, 2.3291038E-001, 3.0000000E+001, 3.1277073E+001, 3.0490272E+001, 3.1512137E+001
 6.7842441E+001, 1.2102087E+001, 2.2849555E-001, 3.0000000E+001, 3.1239214E+001, 3.0424001E+001, 3.1486312E+001
 6.8021749E+001, 1.2068705E+001, 2.2458350E-001, 3.0000000E+001, 3.1210887E+001, 3.0382162E+001, 3.1480878E+001
 6.8351975E+001, 1.2023121E+001, 2.1947113E-001, 3.0000000E+001, 3.1169275E+001, 3.0324207E+001, 3.1474052E+001
 6.8502893E+001, 1.1981250E+001, 2.1190508E-001, 3.0000000E+001, 3.1129348E+001, 3.0266688E+001, 3.1466487E+001
 6.8804730E+001, 1.1941847E+001, 2.0821175E-001, 3.0000000E+001, 3.1089181E+001, 3.0204851E+001, 3.1453291E+001
 6.9106566E+001, 1.1889960E+001, 2.0735095E-001, 3.0000000E+001, 3.1033737E+001, 3.0106104E+001, 3.1424037E+001
 6.9257484E+001, 1.1850598E+001, 2.0749792E-001, 3.0000000E+001, 3.0991592E+001, 3.0028340E+001, 3.1392954E+001
 6.9559320E+001, 1.1811019E+001, 2.0525554E-001, 3.0000000E+001, 3.0949342E+001, 2.9951770E+001, 3.1355772E+001
 6.9861156E+001, 1.1760149E+001, 1.9855474E-001, 3.0000000E+001, 3.0889381E+001, 2.9831831E+001, 3.1326037E+001
 7.0012074E+001, 1.1722286E+001, 1.9370439E-001, 3.0000000E+001, 3.0841008E+001, 2.9739352E+001, 3.1304532E+001
 7.0313910E+001, 1.1685289E+001, 1.9120025E-001, 3.0000000E+001, 3.0791491E+001, 2.9667780E+001, 3.1282834E+001
 7.0645930E+001, 1.1632638E+001, 1.9206352E-001, 3.0000000E+001, 3.0718482E+001, 2.9562374E+001, 3.1249094E+001
 7.0811940E+001, 1.1591946E+001, 1.9357437E-001, 3.0000000E+001, 3.0662981E+001, 2.9444569E+001, 3.1221891E+001
 7.1143960E+001, 1.1549957E+001, 1.9134618E-001, 3.0000000E+001, 3.0613667E+001, 2.9375637E+001, 3.1209281E+001
 7.1309969E+001, 1.1508287E+001, 1.8652105E-001, 3.0000000E+001, 3.0572149E+001, 2.9343074E+001, 3.1198785E+001
 7.1641989E+001, 1.1466947E+001, 1.8091992E-001, 3.0000000E+001, 3.0543548E+001, 2.9344346E+001, 3.1190863E+001
 7.1807999E+001, 1.1428164E+001, 1.7599181E-001, 3.0000000E+001, 3.0524552E+001, 2.9355858E+001, 3.1184322E+001
 7.2140019E+001, 1.1394452E+001, 1.7410916E-001, 3.0000000E+001, 3.0516409E+001, 2.9383948E+001, 3.1188510E+001
 7.2306029E+001, 1.1361164E+001, 1.7381678E-001, 3.0000000E+001, 3.0516072E+001, 2.9437336E+001, 3.1192981E+001
 7.2618889E+001, 1.1327757E+001, 1.7419447E-001, 3.0000000E+001, 3.0523015E+001, 2.9516716E+001, 3.1193684E+001
 7.2765739E+001, 1.1287427E+001, 1.7218470E-001, 3.0000000E+001, 3.0534383E+001, 2.9605207E+001, 3.1193089E+001
 7.3027505E+001, 1.1253510E+001, 1.6941774E-001, 3.0000000E+001, 3.0548828E+001, 2.9686649E+001, 3.1192124E+001
 7.3289272E+001, 1.1213131E+001, 1.6814478E-001, 3.0000000E+001, 3.0574180E+001, 2.9788332E+001, 3.1190972E+001
 7.3551038E+001, 1.1171981E+001, 1.7244492E-001, 3.0000000E+001, 3.0604748E+001, 2.9873654E+001, 3.1189635E+001
 7.3838981E+001, 1.1130052E+001, 1.7927942E-001, 3.0000000E+001, 3.0638514E+001, 2.9942809E+001, 3.1186904E+001
 7.4126924E+001, 1.1088741E+001, 1.8374849E-001, 3.0000000E+001, 3.0671490E+001, 2.9988950E+001, 3.1181561E+001
 7.4270895E+001, 1.1056157E+001, 1.8225440E-001, 3.0000000E+001, 3.0694604E+001, 3.0016125E+001, 3.1175738E+001
 7.4558838E+001, 1.1024175E+001, 1.7942521E-001, 3.0000000E+001, 3.0714398E+001, 3.0044897E+001, 3.1175600E+001
 7.4846781E+001, 1.0983567E+001, 1.8138724E-001, 3.0000000E+001, 3.0734757E+001, 3.0087757E+001, 3.1191284E+001
 7.5134724E+001, 1.0943262E+001, 1.9833843E-001, 3.0000000E+001, 3.0748741E+001, 3.0129978E+001, 3.1196859E+001
 7.5278696E+001, 1.0912740E+001, 1.9155022E-001, 3.0000000E+001, 3.0756678E+001, 3.0154851E+001, 3.1199758E+001
 7.5566639E+001, 1.0882048E+001, 1.8106421E-001, 3.0000000E+001, 3.0762308E+001, 3.0172795E+001, 3.1202525E+001
 7.5854582E+001, 1.0840296E+001, 1.8112272E-001, 3.0000000E+001, 3.0766710E+001, 3.0189189E+001, 3.1206476E+001
 7.6142525E+001, 1.0798142E+001, 1.9166760E-001, 3.0000000E+001, 3.0767112E+001, 3.0189591E+001, 3.1210807E+001
 7.6286496E+001, 1.0767034E+001, 2.0123463E-001, 3.0000000E+001, 3.0765408E+001, 3.0183044E+001, 3.1217404E+001
 7.6574439E+001, 1.0737028E+001, 2.0925473E-001, 3.0000000E+001, 3.0765548E+001, 3.0180086E+001, 3.1229661E+001
 7.6862382E+001, 1.0697557E+001, 2.1580621E-001, 3.0000000E+001, 3.0769908E+001, 3.0196259E+001, 3.1243747E+001
 7.7006354E+001, 1.0672186E+001, 2.1834361E-001, 3.0000000E+001, 3.0778021E+001, 3.0220853E+001, 3.1249422E+001
 7.7294297E+001, 1.0646181E+001, 2.2088079E-001, 3.0000000E+001, 3.0791859E+001, 3.0216276E+001, 3.1271790E+001
 7.7582240E+001, 1.0607535E+001, 2.2126229E-001, 3.0000000E+001, 3.0816043E+001, 3.0232886E+001, 3.1345017E+001
 7.7870183E+001, 1.0569496E+001, 2.1790624E-001, 3.0000000E+001, 3.0845330E+001, 3.0300361E+001, 3.1418701E+001
 7.8028551E+001, 1.0540873E+001, 2.1316092E-001, 3.0000000E+001, 3.0871513E+001, 3.0398035E+001, 3.1490584E+001
 7.8345288E+001, 1.0508732E+001, 2.0831261E-001, 3.0000000E+001, 3.0899384E+001, 3.0529260E+001, 3.1537886E+001
 7.8503657E+001, 1.0474828E+001, 1.9867807E-001, 3.0000000E+001, 3.0927330E+001, 3.0558315E+001, 3.1569407E+001
 7.8820394E+001, 1.0437050E+001, 1.8532041E-001, 3.0000000E+001, 3.0954164E+001, 3.0512852E+001, 3.1587401E+001
 7.9137132E+001, 1.0385106E+001, 1.7088647E-001, 3.0000000E+001, 3.0984870E+001, 3.0445649E+001, 3.1600484E+001
 7.9295500E+001, 1.0347601E+001, 1.5858572E-001, 3.0000000E+001, 3.1002609E+001, 3.0385528E+001, 3.1603336E+001
 7.9612238E+001, 1.0313868E+001, 1.5841737E-001, 3.0000000E+001, 3.1017586E+001, 3.0320378E+001, 3.1602032E+001
 7.9770606E+001, 1.0281614E+001, 1.6807329E-001, 3.0000000E+001, 3.1032988E+001, 3.0264869E+001, 3.1598741E+001
 8.0087343E+001, 1.0250858E+001, 1.8153631E-001, 3.0000000E+001, 3.1049638E+001, 3.0225383E+001, 3.1592804E+001
 8.0356391E+001, 1.0213707E+001, 1.9235267E-001, 3.0000000E+001, 3.1073025E+001, 3.0202695E+001, 3.1584648E+001
 8.0625439E+001, 1.0176986E+001, 1.9712450E-001, 3.0000000E+001, 3.1100701E+001, 3.0223997E+001, 3.1576470E+001
 8.0759963E+001, 1.0149271E+001, 2.0941493E-001, 3.0000000E+001, 3.1125798E+001, 3.0269581E+001, 3.1571034E+001
 8.1055916E+001, 1.0119048E+001, 2.2986241E-001, 3.0000000E+001, 3.1159232E+001, 3.0312445E+001, 3.1585093E+001
 8.1351869E+001, 1.0078773E+001, 2.2483516E-001, 3.0000000E+001, 3.1209651E+001, 3.0322551E+001, 3.1628661E+001
 8.1647822E+001, 1.0038847E+001, 2.2417943E-001, 3.0000000E+001, 3.1265465E+001, 3.0403144E+001, 3.1679269E+001
 8.1795798E+001, 1.0009452E+001, 2.2445096E-001, 3.0000000E+001, 3.1310269E+001, 3.0499719E+001, 3.1720348E+001
 8.2091751E+001, 9.9805249E+000, 2.1888525E-001, 3.0000000E+001, 3.1354428E+001, 3.0622672E+001, 3.1764107E+001
 8.2387704E+001, 9.9422826E+000, 2.0538303E-001, 3.0000000E+001, 3.1408870E+001, 3.0793865E+001, 3.1825677E+001
 8.2535680E+001, 9.9140347E+000, 1.9584863E-001, 3.0000000E+001, 3.1445252E+001, 3.0901723E+001, 3.1873508E+001
 8.2831633E+001, 9.8863987E+000, 1.9087942E-001, 3.0000000E+001, 3.1477102E+001, 3.0983052E+001, 3.1920623E+001
 8.3127586E+001, 9.8492273E+000, 1.9255010E-001, 3.0000000E+001, 3.1514734E+001, 3.1063583E+001, 3.1981027E+001
 8.3275562E+001, 9.8211677E+000, 1.9843418E-001, 3.0000000E+001, 3.1539905E+001, 3.1107450E+001, 3.2020161E+001
 8.3571515E+001, 9.7926129E+000, 2.0567451E-001, 3.0000000E+001, 3.1562810E+001, 3.1139479E+001, 3.2049119E+001
 8.3867468E+001, 9.7542968E+000, 2.1279596E-001, 3.0000000E+001, 3.1590659E+001, 3.1171546E+001, 3.2075089E+001
 8.4015444E+001, 9.7263529E+000, 2.1652440E-001, 3.0000000E+001, 3.1609336E+001, 3.1189234E+001, 3.2096840E+001
 8.4311397E+001, 9.6991108E+000, 2.1880687E-001, 3.0000000E+001, 3.1625567E+001, 3.1200305E+001, 3.2118416E+001
 8.4607350E+001, 9.6628433E+000, 2.2191208E-001, 3.0000000E+001, 3.1643748E+001, 3.1203761E+001, 3.2139443E+001
 8.4755326E+001, 9.6355520E+000, 2.2451584E-001, 3.0000000E+001, 3.1654464E+001, 3.1196885E+001, 3.2146095E+001
 8.5051279E+001, 9.6088731E+000, 2.2812172E-001, 3.0000000E+001, 3.1662095E+001, 3.1182431E+001, 3.2144396E+001
 8.5347232E+001, 9.5735967E+000, 2.3427733E-001, 3.0000000E+001, 3.1667734E+001, 3.1153858E+001, 3.2134852E+001
 8.5643184E+001, 9.5381243E+000, 2.4241006E-001, 3.0000000E+001, 3.1667850E+001, 3.1113538E+001, 3.2118807E+001
 8.5791161E+001, 9.5116084E+000, 2.4856448E-001, 3.0000000E+001, 3.1664496E+001, 3.1070541E+001, 3.2106987E+001
 8.6087114E+001, 9.4847592E+000, 2.5376275E-001, 3.0000000E+001, 3.1657118E+001, 3.0994608E+001, 3.2098316E+001
 8.6383066E+001, 9.4493555E+000, 2.5547002E-001, 3.0000000E+001, 3.1642021E+001, 3.0845605E+001, 3.2091154E+001
 8.6531043E+001, 9.4233549E+000, 2.5192483E-001, 3.0000000E+001, 3.1627545E+001, 3.0718854E+001, 3.2086247E+001
 8.6841793E+001, 9.3966786E+000, 2.4588730E-001, 3.0000000E+001, 3.1610309E+001, 3.0588833E+001, 3.2081305E+001
 8.7004567E+001, 9.3700755E+000, 2.4046512E-001, 3.0000000E+001, 3.1591084E+001, 3.0454962E+001, 3.2076250E+001
 8.7330115E+001, 9.3487007E+000, 2.3595929E-001, 3.0000000E+001, 3.1569749E+001, 3.0333332E+001, 3.2071155E+001
 8.7655663E+001, 9.3163127E+000, 2.3569186E-001, 3.0000000E+001, 3.1540849E+001, 3.0223892E+001, 3.2064728E+001
 8.7818437E+001, 9.2857056E+000, 2.4110862E-001, 3.0000000E+001, 3.1519937E+001, 3.0180441E+001, 3.2060049E+001
 8.8143986E+001, 9.2525419E+000, 2.4013852E-001, 3.0000000E+001, 3.1500519E+001, 3.0167902E+001, 3.2055361E+001
 8.8306760E+001, 9.2195257E+000, 2.2991561E-001, 3.0000000E+001, 3.1482503E+001, 3.0182108E+001, 3.2050474E+001
 8.8632308E+001, 9.1876280E+000, 2.1745958E-001, 3.0000000E+001, 3.1466443E+001, 3.0229862E+001, 3.2045154E+001
 8.8795082E+001, 9.1576791E+000, 2.0619728E-001, 3.0000000E+001, 3.1451823E+001, 3.0296173E+001, 3.2039200E+001
 8.9120630E+001, 9.1282811E+000, 1.9712916E-001, 3.0000000E+001, 3.1438697E+001, 3.0372900E+001, 3.2031417E+001
 8.9283404E+001, 9.0991685E+000, 1.9258348E-001, 3.0000000E+001, 3.1426533E+001, 3.0449398E+001, 3.2022265E+001
 8.9608952E+001, 9.0708424E+000, 1.9543291E-001, 3.0000000E+001, 3.1415424E+001, 3.0525373E+001, 3.2011386E+001
 8.9771726E+001, 9.0427085E+000, 2.0183498E-001, 3.0000000E+001, 3.1405583E+001, 3.0603231E+001, 3.1999176E+001
 9.0097274E+001, 9.0145868E+000, 2.1131938E-001, 3.0000000E+001, 3.1397472E+001, 3.0678640E+001, 3.1985397E+001
 9.0260048E+001, 8.9860630E+000, 2.2209059E-001, 3.0000000E+001, 3.1391161E+001, 3.0747847E+001, 3.1970673E+001
 9.0585596E+001, 8.9575091E+000, 2.3440197E-001, 3.0000000E+001, 3.1387022E+001, 3.0807236E+001, 3.1954987E+001
 9.0911144E+001, 8.9243143E+000, 2.4074324E-001, 3.0000000E+001, 3.1384471E+001, 3.0865623E+001, 3.1933286E+001
 9.1073918E+001, 8.8986901E+000, 2.3628646E-001, 3.0000000E+001, 3.1384778E+001, 3.0896617E+001, 3.1916429E+001
 9.1399466E+001, 8.8735779E+000, 2.2996346E-001, 3.0000000E+001, 3.1387380E+001, 3.0927008E+001, 3.1900031E+001
 9.1562240E+001, 8.8464539E+000, 2.2658238E-001, 3.0000000E+001, 3.1391546E+001, 3.0958102E+001, 3.1884714E+001
 9.1887788E+001, 8.8215656E+000, 2.2569993E-001, 3.0000000E+001, 3.1397395E+001, 3.0990744E+001, 3.1870559E+001
 9.2050562E+001, 8.7922519E+000, 2.2496978E-001, 3.0000000E+001, 3.1405425E+001, 3.1024942E+001, 3.1857293E+001
 9.2376110E+001, 8.7623580E+000, 2.2141367E-001, 3.0000000E+001, 3.1415805E+001, 3.1061247E+001, 3.1844662E+001
 9.2538884E+001, 8.7353819E+000, 2.1333988E-001, 3.0000000E+001, 3.1427929E+001, 3.1099340E+001, 3.1832685E+001
 9.2864433E+001, 8.7126449E+000, 2.0577231E-001, 3.0000000E+001, 3.1442132E+001, 3.1138699E+001, 3.1821324E+001
 9.3027207E+001, 8.6898045E+000, 2.0005126E-001, 3.0000000E+001, 3.1457514E+001, 3.1171871E+001, 3.1810273E+001
 9.3352755E+001, 8.6674258E+000, 1.9926312E-001, 3.0000000E+001, 3.1474905E+001, 3.1200533E+001, 3.1799842E+001
 9.3515529E+001, 8.6412964E+000, 2.0399528E-001, 3.0000000E+001, 3.1493976E+001, 3.1233124E+001, 3.1790143E+001
 9.3841077E+001, 8.6149089E+000, 2.1281259E-001, 3.0000000E+001, 3.1513788E+001, 3.1272428E+001, 3.1781252E+001
 9.4003851E+001, 8.5871849E+000, 2.2207348E-001, 3.0000000E+001, 3.1533336E+001, 3.1319747E+001, 3.1772945E+001
 9.4329399E+001, 8.5597418E+000, 2.2769000E-001, 3.0000000E+001, 3.1551773E+001, 3.1363261E+001, 3.1770257E+001
 9.4654947E+001, 8.5248405E+000, 2.2353248E-001, 3.0000000E+001, 3.1574156E+001, 3.1408094E+001, 3.1792089E+001
 9.4817721E+001, 8.5011888E+000, 2.1116667E-001, 3.0000000E+001, 3.1588714E+001, 3.1438568E+001, 3.1804586E+001
 9.5143269E+001, 8.4779003E+000, 1.9371200E-001, 3.0000000E+001, 3.1600722E+001, 3.1464816E+001, 3.1809379E+001
 9.5306043E+001, 8.4548240E+000, 1.8029045E-001, 3.0000000E+001, 3.1610868E+001, 3.1488116E+001, 3.1808831E+001
 9.5631591E+001, 8.4320625E+000, 1.7622101E-001, 3.0000000E+001, 3.1618096E+001, 3.1504285E+001, 3.1804638E+001
 9.5794365E+001, 8.4133834E+000, 1.7722922E-001, 3.0000000E+001, 3.1623711E+001, 3.1505918E+001, 3.1800601E+001
 9.6098722E+001, 8.3971980E+000, 1.8218591E-001, 3.0000000E+001, 3.1627633E+001, 3.1502635E+001, 3.1796452E+001
 9.6381888E+001, 8.3731130E+000, 1.8414085E-001, 3.0000000E+001, 3.1631536E+001, 3.1495912E+001, 3.1790413E+001
 9.6523470E+001, 8.3535104E+000, 1.8267324E-001, 3.0000000E+001, 3.1634419E+001, 3.1483910E+001, 3.1785223E+001
 9.6802649E+001, 8.3284226E+000, 1.7827975E-001, 3.0000000E+001, 3.1634207E+001, 3.1468448E+001, 3.1779283E+001
 9.7038399E+001, 8.3052222E+000, 1.7851325E-001, 3.0000000E+001, 3.1631426E+001, 3.1449924E+001, 3.1779826E+001
 9.7310073E+001, 8.2837524E+000, 1.8510830E-001, 3.0000000E+001, 3.1626528E+001, 3.1439777E+001, 3.1781464E+001
 9.7581747E+001, 8.2619610E+000, 1.8850740E-001, 3.0000000E+001, 3.1620334E+001, 3.1428006E+001, 3.1783942E+001
 9.7867004E+001, 8.2396898E+000, 1.8499483E-001, 3.0000000E+001, 3.1613089E+001, 3.1413736E+001, 3.1787096E+001
 9.8016425E+001, 8.2228257E+000, 1.8141937E-001, 3.0000000E+001, 3.1607129E+001, 3.1407040E+001, 3.1789845E+001
 9.8315266E+001, 8.2062203E+000, 1.7813195E-001, 3.0000000E+001, 3.1600878E+001, 3.1406150E+001, 3.1793236E+001
