s,m,m,m,C,C,C
Time,"Visibility_MEAN","Visibility_MIN","Visibility_MAX","Temperature_MEAN","Temperature_MIN","Temperature_MAX"
 1.5770837E+002, 2.4120739E+001, 6.0531898E+000, 3.0000000E+001, 2.0008924E+001, 2.0000607E+001, 2.0075361E+001
 1.5847984E+002, 2.4183257E+001, 6.0634039E+000, 3.0000000E+001, 2.0010143E+001, 2.0000734E+001, 2.0079252E+001
 1.5925131E+002, 2.4244444E+001, 6.0754913E+000, 3.0000000E+001, 2.0011091E+001, 2.0001079E+001, 2.0083085E+001
 1.6002279E+002, 2.4306149E+001, 6.0895329E+000, 3.0000000E+001, 2.0011669E+001, 2.0001121E+001, 2.0086216E+001
 1.6105142E+002, 2.4374796E+001, 6.1084855E+000, 3.0000000E+001, 2.0012194E+001, 2.0001020E+001, 2.0089696E+001
 1.6182289E+002, 2.4441291E+001, 6.1303587E+000, 3.0000000E+001, 2.0013269E+001, 2.0001135E+001, 2.0099763E+001
 1.6253677E+002, 2.4496078E+001, 6.1508020E+000, 3.0000000E+001, 2.0015515E+001, 2.0001516E+001, 2.0123824E+001
 1.6322186E+002, 2.4549123E+001, 6.1724171E+000, 3.0000000E+001, 2.0020218E+001, 2.0001740E+001, 2.0176952E+001
 1.6415815E+002, 2.4610985E+001, 6.2005145E+000, 3.0000000E+001, 2.0030613E+001, 2.0001514E+001, 2.0289637E+001
 1.6491174E+002, 2.4674828E+001, 6.2335613E+000, 3.0000000E+001, 2.0047106E+001, 2.0001390E+001, 2.0431520E+001
 1.6566534E+002, 2.4730860E+001, 6.2580443E+000, 3.0000000E+001, 2.0065862E+001, 2.0002016E+001, 2.0512639E+001
 1.6641894E+002, 2.4786812E+001, 6.2817808E+000, 3.0000000E+001, 2.0084260E+001, 2.0002551E+001, 2.0518830E+001
 1.6742373E+002, 2.4854085E+001, 6.3130964E+000, 3.0000000E+001, 2.0103441E+001, 2.0002678E+001, 2.0488870E+001
 1.6817733E+002, 2.4921095E+001, 6.3496760E+000, 3.0000000E+001, 2.0123194E+001, 2.0002998E+001, 2.0463113E+001
 1.6893093E+002, 2.4979939E+001, 6.3827680E+000, 3.0000000E+001, 2.0144291E+001, 2.0003864E+001, 2.0451142E+001
 1.6968452E+002, 2.5038979E+001, 6.4188029E+000, 3.0000000E+001, 2.0170715E+001, 2.0007487E+001, 2.0447437E+001
 1.7043812E+002, 2.5096159E+001, 6.4591948E+000, 3.0000000E+001, 2.0205678E+001, 2.0017820E+001, 2.0482347E+001
 1.7136314E+002, 2.5159455E+001, 6.5024028E+000, 3.0000000E+001, 2.0259557E+001, 2.0037514E+001, 2.0593456E+001
 1.7203696E+002, 2.5217825E+001, 6.5441988E+000, 3.0000000E+001, 2.0310369E+001, 2.0060190E+001, 2.0729312E+001
 1.7293539E+002, 2.5273431E+001, 6.5863271E+000, 3.0000000E+001, 2.0356758E+001, 2.0116991E+001, 2.0868058E+001
 1.7360921E+002, 2.5329378E+001, 6.6272974E+000, 3.0000000E+001, 2.0391714E+001, 2.0136594E+001, 2.0888103E+001
 1.7448403E+002, 2.5388226E+001, 6.6655148E+000, 3.0000000E+001, 2.0421302E+001, 2.0095262E+001, 2.0910698E+001
 1.7528805E+002, 2.5449805E+001, 6.7068549E+000, 3.0000000E+001, 2.0434702E+001, 2.0105213E+001, 2.1006295E+001
 1.7609208E+002, 2.5506946E+001, 6.7498196E+000, 3.0000000E+001, 2.0411777E+001, 2.0076297E+001, 2.0992052E+001
 1.7689610E+002, 2.5564243E+001, 6.7979279E+000, 3.0000000E+001, 2.0378488E+001, 2.0037225E+001, 2.0915032E+001
 1.7770012E+002, 2.5619826E+001, 6.8510384E+000, 3.0000000E+001, 2.0356500E+001, 2.0015614E+001, 2.0803740E+001
 1.7850414E+002, 2.5674500E+001, 6.9088732E+000, 3.0000000E+001, 2.0334061E+001, 2.0008971E+001, 2.0796554E+001
 1.7930816E+002, 2.5729713E+001, 6.9576004E+000, 3.0000000E+001, 2.0314875E+001, 2.0009643E+001, 2.0927024E+001
 1.8011218E+002, 2.5785546E+001, 6.9906374E+000, 3.0000000E+001, 2.0316515E+001, 2.0007294E+001, 2.0995186E+001
 1.8091620E+002, 2.5841352E+001, 7.0215779E+000, 3.0000000E+001, 2.0340899E+001, 2.0004070E+001, 2.1042457E+001
 1.8172023E+002, 2.5895481E+001, 7.0537729E+000, 3.0000000E+001, 2.0377058E+001, 2.0004328E+001, 2.1052664E+001
 1.8252425E+002, 2.5947745E+001, 7.0879549E+000, 3.0000000E+001, 2.0421806E+001, 2.0005767E+001, 2.1049130E+001
 1.8332827E+002, 2.6001672E+001, 7.1210282E+000, 3.0000000E+001, 2.0473496E+001, 2.0006978E+001, 2.1039865E+001
 1.8413229E+002, 2.6050685E+001, 7.1447274E+000, 3.0000000E+001, 2.0535060E+001, 2.0012700E+001, 2.1026031E+001
 1.8493631E+002, 2.6099286E+001, 7.1679655E+000, 3.0000000E+001, 2.0599936E+001, 2.0046792E+001, 2.1018295E+001
 1.8574033E+002, 2.6147041E+001, 7.1918136E+000, 3.0000000E+001, 2.0651975E+001, 2.0095344E+001, 2.1028925E+001
 1.8654435E+002, 2.6194889E+001, 7.2181263E+000, 3.0000000E+001, 2.0675402E+001, 2.0135698E+001, 2.1032232E+001
 1.8734837E+002, 2.6243962E+001, 7.2486884E+000, 3.0000000E+001, 2.0670557E+001, 2.0146186E+001, 2.0989853E+001
 1.8815240E+002, 2.6295147E+001, 7.2825169E+000, 3.0000000E+001, 2.0644673E+001, 2.0118462E+001, 2.0941929E+001
 1.8895642E+002, 2.6345277E+001, 7.3194316E+000, 3.0000000E+001, 2.0606706E+001, 2.0066926E+001, 2.0937505E+001
 1.8976044E+002, 2.6393927E+001, 7.3590871E+000, 3.0000000E+001, 2.0561814E+001, 2.0036650E+001, 2.0928755E+001
 1.9056446E+002, 2.6441645E+001, 7.4009314E+000, 3.0000000E+001, 2.0506401E+001, 2.0029537E+001, 2.0912069E+001
 1.9136848E+002, 2.6488644E+001, 7.4442232E+000, 3.0000000E+001, 2.0445163E+001, 2.0025009E+001, 2.0891951E+001
 1.9217250E+002, 2.6536068E+001, 7.4869552E+000, 3.0000000E+001, 2.0396841E+001, 2.0020793E+001, 2.0864146E+001
 1.9297652E+002, 2.6580039E+001, 7.5273021E+000, 3.0000000E+001, 2.0365717E+001, 2.0012419E+001, 2.0831917E+001
 1.9361974E+002, 2.6620220E+001, 7.5610453E+000, 3.0000000E+001, 2.0341817E+001, 2.0008585E+001, 2.0807007E+001
 1.9450416E+002, 2.6662381E+001, 7.5922906E+000, 3.0000000E+001, 2.0314058E+001, 2.0008427E+001, 2.0812500E+001
 1.9538859E+002, 2.6709138E+001, 7.6229042E+000, 3.0000000E+001, 2.0276207E+001, 2.0008889E+001, 2.0770738E+001
 1.9605191E+002, 2.6748941E+001, 7.6464201E+000, 3.0000000E+001, 2.0229656E+001, 2.0007374E+001, 2.0762468E+001
 1.9693633E+002, 2.6787299E+001, 7.6687608E+000, 3.0000000E+001, 2.0169099E+001, 2.0003749E+001, 2.0730977E+001
 1.9782075E+002, 2.6829336E+001, 7.6938378E+000, 3.0000000E+001, 2.0099689E+001, 1.9999979E+001, 2.0583533E+001
 1.9848407E+002, 2.6863659E+001, 7.7155983E+000, 3.0000000E+001, 2.0053734E+001, 1.9999023E+001, 2.0370496E+001
 1.9939060E+002, 2.6895214E+001, 7.7379440E+000, 3.0000000E+001, 2.0025758E+001, 1.9999174E+001, 2.0168483E+001
 2.0012025E+002, 2.6927459E+001, 7.7629511E+000, 3.0000000E+001, 2.0011511E+001, 2.0000033E+001, 2.0062201E+001
 2.0084990E+002, 2.6955904E+001, 7.7904211E+000, 3.0000000E+001, 2.0006993E+001, 2.0000588E+001, 2.0028414E+001
 2.0182277E+002, 2.6989047E+001, 7.8310633E+000, 3.0000000E+001, 2.0005303E+001, 2.0000871E+001, 2.0018342E+001
 2.0255242E+002, 2.7022196E+001, 7.8803588E+000, 3.0000000E+001, 2.0004534E+001, 2.0000644E+001, 2.0014845E+001
 2.0328207E+002, 2.7050845E+001, 7.9307903E+000, 3.0000000E+001, 2.0004130E+001, 1.9999954E+001, 2.0013305E+001
 2.0401172E+002, 2.7078936E+001, 7.9903191E+000, 3.0000000E+001, 2.0004020E+001, 1.9999323E+001, 2.0016054E+001
 2.0498458E+002, 2.7112730E+001, 8.0761587E+000, 3.0000000E+001, 2.0004359E+001, 1.9999482E+001, 2.0023725E+001
 2.0571423E+002, 2.7146286E+001, 8.1825424E+000, 3.0000000E+001, 2.0005434E+001, 2.0000049E+001, 2.0039411E+001
 2.0644388E+002, 2.7174475E+001, 8.2939550E+000, 3.0000000E+001, 2.0006445E+001, 1.9999997E+001, 2.0053866E+001
 2.0741675E+002, 2.7209961E+001, 8.4488947E+000, 3.0000000E+001, 2.0006401E+001, 1.9999572E+001, 2.0060253E+001
 2.0821936E+002, 2.7248400E+001, 8.6367628E+000, 3.0000000E+001, 2.0004777E+001, 1.9999255E+001, 2.0045906E+001
 2.0902198E+002, 2.7282711E+001, 8.8202163E+000, 3.0000000E+001, 2.0003747E+001, 1.9999214E+001, 2.0032337E+001
 2.0982459E+002, 2.7319802E+001, 9.0112352E+000, 3.0000000E+001, 2.0003896E+001, 1.9999359E+001, 2.0029943E+001
 2.1062721E+002, 2.7355812E+001, 9.1570928E+000, 3.0000000E+001, 2.0004557E+001, 1.9999521E+001, 2.0035124E+001
 2.1142982E+002, 2.7391513E+001, 9.2575847E+000, 3.0000000E+001, 2.0005095E+001, 1.9999465E+001, 2.0043649E+001
 2.1223243E+002, 2.7426687E+001, 9.3306969E+000, 3.0000000E+001, 2.0005035E+001, 1.9999241E+001, 2.0046697E+001
 2.1303505E+002, 2.7462191E+001, 9.3669808E+000, 3.0000000E+001, 2.0004456E+001, 1.9999194E+001, 2.0040567E+001
 2.1383766E+002, 2.7498420E+001, 9.3993368E+000, 3.0000000E+001, 2.0003837E+001, 1.9999532E+001, 2.0031699E+001
 2.1464028E+002, 2.7534038E+001, 9.4274188E+000, 3.0000000E+001, 2.0003610E+001, 1.9999830E+001, 2.0027812E+001
 2.1544289E+002, 2.7569736E+001, 9.4499299E+000, 3.0000000E+001, 2.0003401E+001, 1.9999615E+001, 2.0025106E+001
 2.1624551E+002, 2.7607412E+001, 9.4682481E+000, 3.0000000E+001, 2.0002723E+001, 1.9999232E+001, 2.0018966E+001
 2.1704812E+002, 2.7645217E+001, 9.4839626E+000, 3.0000000E+001, 2.0001970E+001, 1.9999077E+001, 2.0012684E+001
 2.1785073E+002, 2.7685541E+001, 9.4992289E+000, 3.0000000E+001, 2.0001808E+001, 1.9999138E+001, 2.0011263E+001
 2.1865335E+002, 2.7726058E+001, 9.5160445E+000, 3.0000000E+001, 2.0002255E+001, 1.9999175E+001, 2.0013525E+001
 2.1945596E+002, 2.7765894E+001, 9.5352634E+000, 3.0000000E+001, 2.0002730E+001, 1.9999227E+001, 2.0016690E+001
 2.2025858E+002, 2.7807411E+001, 9.5585546E+000, 3.0000000E+001, 2.0002805E+001, 1.9999369E+001, 2.0018516E+001
 2.2106119E+002, 2.7850299E+001, 9.5929020E+000, 3.0000000E+001, 2.0002587E+001, 1.9999404E+001, 2.0018360E+001
 2.2186381E+002, 2.7894226E+001, 9.6460925E+000, 3.0000000E+001, 2.0002491E+001, 1.9999329E+001, 2.0017205E+001
 2.2266642E+002, 2.7939142E+001, 9.6914326E+000, 3.0000000E+001, 2.0002599E+001, 1.9999369E+001, 2.0015423E+001
 2.2320150E+002, 2.7976839E+001, 9.7150405E+000, 3.0000000E+001, 2.0002594E+001, 1.9999325E+001, 2.0013305E+001
 2.2400411E+002, 2.8017182E+001, 9.7452809E+000, 3.0000000E+001, 2.0002431E+001, 1.9999179E+001, 2.0011288E+001
 2.2480673E+002, 2.8067140E+001, 9.7944145E+000, 3.0000000E+001, 2.0002270E+001, 1.9999167E+001, 2.0009874E+001
 2.2560934E+002, 2.8117779E+001, 9.8598921E+000, 3.0000000E+001, 2.0002296E+001, 1.9999082E+001, 2.0009549E+001
 2.2641195E+002, 2.8167861E+001, 9.9377351E+000, 3.0000000E+001, 2.0002332E+001, 1.9998865E+001, 2.0009794E+001
 2.2721457E+002, 2.8218310E+001, 1.0022793E+001, 3.0000000E+001, 2.0002259E+001, 1.9998721E+001, 2.0010262E+001
 2.2801718E+002, 2.8268939E+001, 1.0111275E+001, 3.0000000E+001, 2.0002200E+001, 1.9998802E+001, 2.0010737E+001
 2.2881980E+002, 2.8320744E+001, 1.0199145E+001, 3.0000000E+001, 2.0002308E+001, 1.9999055E+001, 2.0011217E+001
 2.2962241E+002, 2.8372452E+001, 1.0282831E+001, 3.0000000E+001, 2.0002542E+001, 1.9999259E+001, 2.0011553E+001
 2.3042503E+002, 2.8421068E+001, 1.0360825E+001, 3.0000000E+001, 2.0002732E+001, 1.9999369E+001, 2.0011167E+001
 2.3122764E+002, 2.8469284E+001, 1.0437832E+001, 3.0000000E+001, 2.0002887E+001, 1.9999490E+001, 2.0010130E+001
 2.3203025E+002, 2.8518240E+001, 1.0518544E+001, 3.0000000E+001, 2.0003220E+001, 1.9999546E+001, 2.0010311E+001
 2.3283287E+002, 2.8564176E+001, 1.0604450E+001, 3.0000000E+001, 2.0003664E+001, 1.9999452E+001, 2.0013772E+001
 2.3363548E+002, 2.8608154E+001, 1.0696157E+001, 3.0000000E+001, 2.0003915E+001, 1.9999332E+001, 2.0016056E+001
 2.3443810E+002, 2.8650292E+001, 1.0799872E+001, 3.0000000E+001, 2.0003899E+001, 1.9999343E+001, 2.0015990E+001
 2.3524071E+002, 2.8691148E+001, 1.0919198E+001, 3.0000000E+001, 2.0003865E+001, 1.9999520E+001, 2.0015513E+001
 2.3604333E+002, 2.8730082E+001, 1.1055837E+001, 3.0000000E+001, 2.0004081E+001, 1.9999714E+001, 2.0016535E+001
 2.3684594E+002, 2.8766788E+001, 1.1215566E+001, 3.0000000E+001, 2.0004426E+001, 1.9999776E+001, 2.0018788E+001
 2.3764855E+002, 2.8802396E+001, 1.1404133E+001, 3.0000000E+001, 2.0004617E+001, 1.9999875E+001, 2.0020044E+001
 2.3845117E+002, 2.8838750E+001, 1.1616526E+001, 3.0000000E+001, 2.0004649E+001, 2.0000063E+001, 2.0019347E+001
 2.3925378E+002, 2.8873254E+001, 1.1712838E+001, 3.0000000E+001, 2.0004730E+001, 2.0000254E+001, 2.0020073E+001
 2.4005640E+002, 2.8905943E+001, 1.1751133E+001, 3.0000000E+001, 2.0004888E+001, 2.0000275E+001, 2.0021399E+001
 2.4085901E+002, 2.8937308E+001, 1.1793907E+001, 3.0000000E+001, 2.0004858E+001, 2.0000068E+001, 2.0022047E+001
 2.4166163E+002, 2.8968773E+001, 1.1840699E+001, 3.0000000E+001, 2.0004458E+001, 1.9999841E+001, 2.0020711E+001
 2.4246424E+002, 2.8999794E+001, 1.1894335E+001, 3.0000000E+001, 2.0003926E+001, 1.9999784E+001, 2.0017768E+001
 2.4326685E+002, 2.9031235E+001, 1.1959639E+001, 3.0000000E+001, 2.0003661E+001, 1.9999897E+001, 2.0015575E+001
 2.4406947E+002, 2.9064657E+001, 1.2044290E+001, 3.0000000E+001, 2.0003786E+001, 1.9999970E+001, 2.0015850E+001
 2.4487208E+002, 2.9096946E+001, 1.2139558E+001, 3.0000000E+001, 2.0003975E+001, 1.9999879E+001, 2.0018091E+001
 2.4567470E+002, 2.9130098E+001, 1.2233032E+001, 3.0000000E+001, 2.0003814E+001, 1.9999643E+001, 2.0019426E+001
 2.4647731E+002, 2.9162990E+001, 1.2316374E+001, 3.0000000E+001, 2.0003323E+001, 1.9999398E+001, 2.0019425E+001
 2.4727993E+002, 2.9195759E+001, 1.2392422E+001, 3.0000000E+001, 2.0002747E+001, 1.9999126E+001, 2.0018141E+001
 2.4808254E+002, 2.9230043E+001, 1.2470523E+001, 3.0000000E+001, 2.0002289E+001, 1.9998927E+001, 2.0015752E+001
 2.4888516E+002, 2.9263267E+001, 1.2562738E+001, 3.0000000E+001, 2.0002023E+001, 1.9998908E+001, 2.0012988E+001
 2.4968777E+002, 2.9297963E+001, 1.2694920E+001, 3.0000000E+001, 2.0001851E+001, 1.9998964E+001, 2.0010247E+001
 2.5049038E+002, 2.9330015E+001, 1.2895237E+001, 3.0000000E+001, 2.0001737E+001, 1.9998987E+001, 2.0007478E+001
 2.5129300E+002, 2.9361479E+001, 1.3134100E+001, 3.0000000E+001, 2.0001675E+001, 1.9998914E+001, 2.0005180E+001
 2.5209561E+002, 2.9392260E+001, 1.3302366E+001, 3.0000000E+001, 2.0001628E+001, 1.9998792E+001, 2.0003988E+001
 2.5289823E+002, 2.9421906E+001, 1.3470347E+001, 3.0000000E+001, 2.0001524E+001, 1.9998721E+001, 2.0003986E+001
 2.5370084E+002, 2.9449826E+001, 1.3643407E+001, 3.0000000E+001, 2.0001454E+001, 1.9998809E+001, 2.0004163E+001
 2.5450346E+002, 2.9476379E+001, 1.3825240E+001, 3.0000000E+001, 2.0001600E+001, 1.9999063E+001, 2.0004229E+001
 2.5530607E+002, 2.9501414E+001, 1.4019435E+001, 3.0000000E+001, 2.0001976E+001, 1.9999186E+001, 2.0004215E+001
 2.5610868E+002, 2.9524543E+001, 1.4227673E+001, 3.0000000E+001, 2.0002339E+001, 1.9998967E+001, 2.0005184E+001
 2.5691130E+002, 2.9547143E+001, 1.4447494E+001, 3.0000000E+001, 2.0002398E+001, 1.9998673E+001, 2.0006286E+001
 2.5771391E+002, 2.9567882E+001, 1.4671149E+001, 3.0000000E+001, 2.0002151E+001, 1.9998664E+001, 2.0006479E+001
 2.5851653E+002, 2.9588312E+001, 1.4950259E+001, 3.0000000E+001, 2.0001853E+001, 1.9998890E+001, 2.0005424E+001
 2.5931914E+002, 2.9608803E+001, 1.5258327E+001, 3.0000000E+001, 2.0001668E+001, 1.9999588E+001, 2.0004289E+001
 2.6012176E+002, 2.9628709E+001, 1.5390672E+001, 3.0000000E+001, 2.0001656E+001, 1.9999846E+001, 2.0003704E+001
 2.6092437E+002, 2.9648310E+001, 1.5543630E+001, 3.0000000E+001, 2.0001794E+001, 1.9999784E+001, 2.0004115E+001
 2.6172698E+002, 2.9666799E+001, 1.5727289E+001, 3.0000000E+001, 2.0002037E+001, 1.9999806E+001, 2.0004816E+001
 2.6252960E+002, 2.9684440E+001, 1.5987942E+001, 3.0000000E+001, 2.0002285E+001, 1.9999802E+001, 2.0005510E+001
 2.6333221E+002, 2.9701202E+001, 1.6369817E+001, 3.0000000E+001, 2.0002344E+001, 1.9999503E+001, 2.0006023E+001
 2.6413483E+002, 2.9716989E+001, 1.6838020E+001, 3.0000000E+001, 2.0002064E+001, 1.9999196E+001, 2.0006140E+001
 2.6493744E+002, 2.9732078E+001, 1.7322148E+001, 3.0000000E+001, 2.0001597E+001, 1.9999105E+001, 2.0005668E+001
 2.6574006E+002, 2.9746263E+001, 1.7481562E+001, 3.0000000E+001, 2.0001233E+001, 1.9999238E+001, 2.0004661E+001
 2.6654267E+002, 2.9759786E+001, 1.7596570E+001, 3.0000000E+001, 2.0001136E+001, 1.9999396E+001, 2.0003786E+001
 2.6734528E+002, 2.9773162E+001, 1.7695996E+001, 3.0000000E+001, 2.0001232E+001, 1.9999456E+001, 2.0003658E+001
 2.6814790E+002, 2.9786237E+001, 1.7796987E+001, 3.0000000E+001, 2.0001310E+001, 1.9999390E+001, 2.0003873E+001
 2.6895051E+002, 2.9798610E+001, 1.7912093E+001, 3.0000000E+001, 2.0001290E+001, 1.9999162E+001, 2.0003954E+001
 2.6975313E+002, 2.9810785E+001, 1.8044497E+001, 3.0000000E+001, 2.0001233E+001, 1.9998897E+001, 2.0003866E+001
 2.7055574E+002, 2.9822870E+001, 1.8183589E+001, 3.0000000E+001, 2.0001239E+001, 1.9998759E+001, 2.0003727E+001
 2.7135836E+002, 2.9834397E+001, 1.8302201E+001, 3.0000000E+001, 2.0001331E+001, 1.9998661E+001, 2.0003718E+001
 2.7216097E+002, 2.9845311E+001, 1.8410456E+001, 3.0000000E+001, 2.0001399E+001, 1.9998696E+001, 2.0004159E+001
 2.7296358E+002, 2.9855425E+001, 1.8471603E+001, 3.0000000E+001, 2.0001283E+001, 1.9998747E+001, 2.0004109E+001
 2.7376620E+002, 2.9864789E+001, 1.8557882E+001, 3.0000000E+001, 2.0001056E+001, 1.9998750E+001, 2.0003889E+001
 2.7456881E+002, 2.9873248E+001, 1.8646234E+001, 3.0000000E+001, 2.0000982E+001, 1.9998743E+001, 2.0003738E+001
 2.7537143E+002, 2.9880645E+001, 1.8720875E+001, 3.0000000E+001, 2.0001128E+001, 1.9998787E+001, 2.0003678E+001
 2.7617404E+002, 2.9887109E+001, 1.8830077E+001, 3.0000000E+001, 2.0001305E+001, 1.9998775E+001, 2.0003837E+001
 2.7697666E+002, 2.9892802E+001, 1.8986860E+001, 3.0000000E+001, 2.0001324E+001, 1.9998636E+001, 2.0003971E+001
 2.7777927E+002, 2.9897831E+001, 1.9195894E+001, 3.0000000E+001, 2.0001193E+001, 1.9998461E+001, 2.0003868E+001
 2.7858189E+002, 2.9902240E+001, 1.9446114E+001, 3.0000000E+001, 2.0001035E+001, 1.9998319E+001, 2.0003238E+001
 2.7938450E+002, 2.9906305E+001, 1.9737021E+001, 3.0000000E+001, 2.0000967E+001, 1.9998269E+001, 2.0002840E+001
 2.8018711E+002, 2.9910127E+001, 2.0071640E+001, 3.0000000E+001, 2.0000932E+001, 1.9998257E+001, 2.0002786E+001
 2.8098973E+002, 2.9913852E+001, 2.0253820E+001, 3.0000000E+001, 2.0000853E+001, 1.9998275E+001, 2.0002789E+001
 2.8179234E+002, 2.9917452E+001, 2.0368531E+001, 3.0000000E+001, 2.0000800E+001, 1.9998364E+001, 2.0002765E+001
 2.8259496E+002, 2.9921026E+001, 2.0492700E+001, 3.0000000E+001, 2.0000888E+001, 1.9998504E+001, 2.0002790E+001
 2.8339757E+002, 2.9924835E+001, 2.0629281E+001, 3.0000000E+001, 2.0001104E+001, 1.9998602E+001, 2.0002907E+001
 2.8420019E+002, 2.9928259E+001, 2.0777245E+001, 3.0000000E+001, 2.0001268E+001, 1.9998596E+001, 2.0003239E+001
 2.8500280E+002, 2.9931453E+001, 2.0932004E+001, 3.0000000E+001, 2.0001261E+001, 1.9998531E+001, 2.0003449E+001
 2.8580541E+002, 2.9934841E+001, 2.1063547E+001, 3.0000000E+001, 2.0001156E+001, 1.9998476E+001, 2.0003251E+001
 2.8660803E+002, 2.9938387E+001, 2.1133275E+001, 3.0000000E+001, 2.0001077E+001, 1.9998393E+001, 2.0003185E+001
 2.8741064E+002, 2.9941766E+001, 2.1207931E+001, 3.0000000E+001, 2.0001067E+001, 1.9998451E+001, 2.0003232E+001
 2.8821326E+002, 2.9944548E+001, 2.1298900E+001, 3.0000000E+001, 2.0001076E+001, 1.9998527E+001, 2.0003293E+001
 2.8901587E+002, 2.9947044E+001, 2.1427117E+001, 3.0000000E+001, 2.0001104E+001, 1.9998577E+001, 2.0003324E+001
 2.8981849E+002, 2.9949366E+001, 2.1592886E+001, 3.0000000E+001, 2.0001189E+001, 1.9998659E+001, 2.0003364E+001
 2.9062110E+002, 2.9951562E+001, 2.1798815E+001, 3.0000000E+001, 2.0001303E+001, 1.9998799E+001, 2.0003465E+001
 2.9142371E+002, 2.9953597E+001, 2.2050307E+001, 3.0000000E+001, 2.0001398E+001, 1.9998994E+001, 2.0003836E+001
 2.9222633E+002, 2.9955545E+001, 2.2345116E+001, 3.0000000E+001, 2.0001507E+001, 1.9999260E+001, 2.0004056E+001
 2.9302894E+002, 2.9957483E+001, 2.2676637E+001, 3.0000000E+001, 2.0001700E+001, 1.9999544E+001, 2.0004077E+001
 2.9383156E+002, 2.9959560E+001, 2.3034827E+001, 3.0000000E+001, 2.0001903E+001, 1.9999633E+001, 2.0004216E+001
 2.9463417E+002, 2.9961815E+001, 2.3355847E+001, 3.0000000E+001, 2.0001928E+001, 1.9999385E+001, 2.0004699E+001
 2.9543679E+002, 2.9964068E+001, 2.3507336E+001, 3.0000000E+001, 2.0001709E+001, 1.9999182E+001, 2.0005035E+001
 2.9623940E+002, 2.9966271E+001, 2.3609955E+001, 3.0000000E+001, 2.0001374E+001, 1.9999133E+001, 2.0004981E+001
 2.9704201E+002, 2.9968368E+001, 2.3623848E+001, 3.0000000E+001, 2.0001143E+001, 1.9999276E+001, 2.0004584E+001
 2.9784463E+002, 2.9970325E+001, 2.3633797E+001, 3.0000000E+001, 2.0001004E+001, 1.9999127E+001, 2.0004034E+001
 2.9864724E+002, 2.9972196E+001, 2.3645794E+001, 3.0000000E+001, 2.0000887E+001, 1.9998930E+001, 2.0003603E+001
 2.9944986E+002, 2.9973899E+001, 2.3660397E+001, 3.0000000E+001, 2.0000850E+001, 1.9998793E+001, 2.0003396E+001
 3.0025247E+002, 2.9975523E+001, 2.3677360E+001, 3.0000000E+001, 2.0000929E+001, 1.9998636E+001, 2.0003407E+001
 3.0105509E+002, 2.9977009E+001, 2.3696393E+001, 3.0000000E+001, 2.0001066E+001, 1.9998629E+001, 2.0003408E+001
 3.0185770E+002, 2.9978322E+001, 2.3717212E+001, 3.0000000E+001, 2.0001148E+001, 1.9998656E+001, 2.0003400E+001
 3.0266032E+002, 2.9979601E+001, 2.3739477E+001, 3.0000000E+001, 2.0001139E+001, 1.9998618E+001, 2.0003675E+001
 3.0346293E+002, 2.9980884E+001, 2.3762922E+001, 3.0000000E+001, 2.0001069E+001, 1.9998497E+001, 2.0003488E+001
 3.0426554E+002, 2.9982058E+001, 2.3787565E+001, 3.0000000E+001, 2.0000978E+001, 1.9998366E+001, 2.0003301E+001
 3.0480062E+002, 2.9982969E+001, 2.3809067E+001, 3.0000000E+001, 2.0000878E+001, 1.9998271E+001, 2.0003159E+001
 3.0560323E+002, 2.9983819E+001, 2.3831538E+001, 3.0000000E+001, 2.0000747E+001, 1.9998193E+001, 2.0002911E+001
 3.0640585E+002, 2.9984768E+001, 2.3859693E+001, 3.0000000E+001, 2.0000615E+001, 1.9998076E+001, 2.0002830E+001
 3.0720846E+002, 2.9985677E+001, 2.3889184E+001, 3.0000000E+001, 2.0000604E+001, 1.9998043E+001, 2.0002811E+001
 3.0801108E+002, 2.9986537E+001, 2.3919948E+001, 3.0000000E+001, 2.0000722E+001, 1.9998174E+001, 2.0002922E+001
 3.0881369E+002, 2.9987338E+001, 2.3951708E+001, 3.0000000E+001, 2.0000833E+001, 1.9998343E+001, 2.0003177E+001
 3.0961631E+002, 2.9988062E+001, 2.3983903E+001, 3.0000000E+001, 2.0000854E+001, 1.9998410E+001, 2.0003629E+001
 3.1041892E+002, 2.9988751E+001, 2.4015952E+001, 3.0000000E+001, 2.0000804E+001, 1.9998384E+001, 2.0003631E+001
 3.1122153E+002, 2.9989399E+001, 2.4047375E+001, 3.0000000E+001, 2.0000742E+001, 1.9998336E+001, 2.0003323E+001
 3.1202415E+002, 2.9989979E+001, 2.4077597E+001, 3.0000000E+001, 2.0000653E+001, 1.9998337E+001, 2.0003088E+001
 3.1282676E+002, 2.9990549E+001, 2.4105558E+001, 3.0000000E+001, 2.0000523E+001, 1.9998375E+001, 2.0002898E+001
 3.1362938E+002, 2.9991105E+001, 2.4131140E+001, 3.0000000E+001, 2.0000422E+001, 1.9998419E+001, 2.0002716E+001
 3.1443199E+002, 2.9991576E+001, 2.4156656E+001, 3.0000000E+001, 2.0000437E+001, 1.9998480E+001, 2.0002598E+001
 3.1523461E+002, 2.9991957E+001, 2.4182818E+001, 3.0000000E+001, 2.0000554E+001, 1.9998536E+001, 2.0002713E+001
